patient_id,first_name,last_name,ssn,dob,age,phone,email,street,city,state,zip,mrn,diagnosis,visit_date,blood_pressure,heart_rate,temperature_f,weight_kg,height_cm,glucose_mg_dl,cholesterol_mg_dl
P0880,Andrew,Taylor,647-89-8784,1938-05-19,87,555-460-4886,andrew.taylor82@email.com,3507 Cedar Dr,Dallas,CA,25111,MRN731890,Asthma,2025-01-10,138/81,79,97.5,116.8,193,155,196
P0881,Joseph,Brown,248-15-3597,1992-02-10,33,555-170-6766,joseph.brown4@email.com,5819 Pine Blvd,San Diego,TX,83798,MRN771176,Atrial Fibrillation,2025-07-06,151/60,63,97.0,79.5,185,188,251
P0882,Karen,Martinez,657-95-8131,1944-05-27,81,555-404-8337,karen.martinez76@email.com,7475 Maple St,Fort Worth,CA,60548,MRN464441,Sleep Apnea,2024-12-10,94/76,81,97.1,78.5,172,150,206
P0883,Donald,Miller,138-85-7326,1973-02-25,52,555-536-4055,donald.miller60@email.com,7331 Main St,Seattle,WA,56936,MRN244025,UTI,2024-12-07,138/74,80,97.5,98.6,187,189,152
P0884,Elizabeth,Lopez,458-24-3646,1940-09-28,85,555-573-7775,elizabeth.lopez87@email.com,3481 Pine Rd,San Antonio,NY,51158,MRN743911,Osteoarthritis,2025-03-05,169/95,96,98.9,92.8,172,142,255
P0885,Margaret,Davis,405-52-5288,1970-08-21,55,555-414-5217,margaret.davis10@email.com,5102 Elm St,Jacksonville,NC,89099,MRN717703,Depression,2025-01-21,121/105,76,97.7,81.6,164,139,254
P0886,Thomas,Smith,638-96-3807,1989-08-15,36,555-148-6377,thomas.smith65@email.com,6983 Oak Dr,Charlotte,CO,38642,MRN703580,Migraine,2025-03-01,172/109,93,98.5,115.4,156,133,190
P0887,Michael,Smith,878-83-8299,1991-11-06,34,555-807-3839,michael.smith15@email.com,7943 Main Blvd,San Jose,TX,77970,MRN464639,Chronic Kidney Disease,2025-07-05,170/105,86,97.9,83.1,187,103,182
P0888,John,Davis,110-15-5944,1972-02-25,53,555-543-5987,john.davis49@email.com,1150 Oak Dr,San Antonio,NC,17157,MRN962936,Diabetes Type 2,2025-09-17,135/66,68,98.9,64.3,179,155,250
P0889,Daniel,Taylor,823-86-7416,1983-06-23,42,555-696-6527,daniel.taylor81@email.com,7822 Main Dr,Fort Worth,NY,85191,MRN739090,Chronic Kidney Disease,2025-10-24,123/105,83,98.4,63.2,194,153,251
P0890,Matthew,Davis,186-19-4650,1938-03-14,87,555-479-1787,matthew.davis27@email.com,4959 Oak Ave,Fort Worth,IL,97916,MRN876849,Coronary Artery Disease,2025-11-11,121/72,79,98.1,62.8,176,123,177
P0891,Mary,Martinez,337-94-8385,1933-05-23,92,555-616-7492,mary.martinez70@email.com,559 Main Dr,San Jose,CO,28463,MRN696724,Anxiety Disorder,2025-05-17,164/63,69,99.2,95.8,191,194,262
P0892,Charles,Williams,576-43-4085,2003-07-03,22,555-312-6218,charles.williams8@email.com,2642 Oak Dr,Austin,MA,31413,MRN269855,Pneumonia,2025-01-20,125/87,85,97.8,81.4,171,110,200
P0893,Richard,Jones,632-29-4830,2006-09-25,19,555-116-3202,richard.jones43@email.com,6674 Elm St,Philadelphia,CA,11305,MRN340880,Diabetes Type 2,2025-08-08,115/76,86,98.2,54.7,194,101,259
P0894,Sandra,Lopez,935-11-8168,1953-10-05,72,555-894-8837,sandra.lopez79@email.com,5791 Maple Ave,New York,IL,46437,MRN772928,Hyperlipidemia,2025-08-13,97/65,71,99.3,101.4,185,136,274
P0895,David,Davis,129-37-5437,1991-11-14,34,555-230-9850,david.davis38@email.com,7611 Main Dr,Boston,NY,69535,MRN852562,Heart Failure,2025-09-06,174/68,78,97.1,76.1,178,175,216
P0896,Paul,Anderson,847-23-8803,1944-07-07,81,555-944-5267,paul.anderson53@email.com,1834 Elm Dr,Phoenix,TX,16559,MRN505083,Hyperlipidemia,2025-01-05,159/74,94,99.2,80.8,193,190,187
P0897,Nancy,Taylor,993-18-3947,1988-06-28,37,555-713-1657,nancy.taylor75@email.com,5723 Pine Blvd,Indianapolis,TX,43386,MRN631767,Osteoporosis,2025-09-14,121/91,75,98.6,81.6,154,117,175
P0898,William,Williams,188-16-2953,1940-04-29,85,555-625-1687,william.williams31@email.com,5779 Cedar Dr,Fort Worth,CO,90503,MRN152425,Migraine,2025-10-22,148/63,91,97.7,52.5,190,127,188
P0899,Daniel,Brown,701-89-5125,1962-09-14,63,555-712-6215,daniel.brown95@email.com,1892 Pine St,Phoenix,IL,28625,MRN616140,Obesity,2025-07-21,121/74,95,98.1,61.4,173,144,188
P0900,Barbara,Brown,484-32-7174,1965-12-28,59,555-930-5270,barbara.brown76@email.com,6366 Oak Ave,Boston,CO,80723,MRN956114,Chronic Kidney Disease,2025-08-17,127/78,79,98.1,113.3,151,148,278
P0901,Kimberly,Thomas,620-86-6416,2006-07-18,19,555-575-1340,kimberly.thomas22@email.com,269 Maple Dr,Jacksonville,OH,99699,MRN466331,Asthma,2025-01-19,130/72,88,98.2,93.7,161,171,259
P0902,Susan,Garcia,998-86-6186,1954-08-19,71,555-374-4030,susan.garcia58@email.com,8259 Pine Rd,Phoenix,IL,57014,MRN694792,Coronary Artery Disease,2025-11-20,143/65,85,97.9,55.9,188,104,157
P0903,Lisa,Jackson,842-30-3472,1932-07-28,93,555-219-2168,lisa.jackson42@email.com,6825 Oak St,Houston,NC,51647,MRN431145,Hypothyroidism,2024-12-23,179/97,85,97.6,67.1,192,109,254
P0904,Elizabeth,Clark,737-47-3947,2002-04-28,23,555-486-2245,elizabeth.clark43@email.com,4346 Elm Dr,Boston,WA,97663,MRN678001,Rheumatoid Arthritis,2025-10-10,114/73,66,97.6,87.7,152,81,219
P0905,Andrew,Moore,972-38-3572,1999-01-11,26,555-185-3896,andrew.moore20@email.com,1646 Oak St,Austin,CO,48806,MRN636201,Migraine,2025-10-02,137/94,69,99.2,88.0,184,197,252
P0906,Karen,Lewis,108-23-2797,1940-07-05,85,555-368-9802,karen.lewis8@email.com,6480 Maple Rd,Houston,WA,10125,MRN144648,Obesity,2025-08-30,162/92,91,98.1,86.7,165,150,283
P0907,Christopher,Harris,854-59-7581,1971-05-22,54,555-866-6092,christopher.harris96@email.com,2045 Elm Blvd,Houston,CA,48822,MRN790491,Heart Failure,2025-10-02,168/69,87,99.0,62.5,162,116,154
P0908,Karen,Thompson,165-15-5658,1987-01-29,38,555-359-9714,karen.thompson28@email.com,1947 Maple Blvd,San Francisco,NC,24669,MRN194421,Stroke,2025-01-18,147/69,86,98.5,91.6,189,141,297
P0909,Kimberly,Brown,767-30-9416,1982-10-14,43,555-853-1326,kimberly.brown8@email.com,3693 Pine Blvd,Fort Worth,MA,32032,MRN840536,Diabetes Type 2,2025-10-28,90/82,72,98.9,87.7,162,171,198
P0910,Michael,Smith,429-90-1760,1966-09-13,59,555-376-5002,michael.smith68@email.com,3949 Elm St,Austin,OH,31212,MRN538231,Cellulitis,2025-09-02,174/109,96,98.9,54.4,178,171,286
P0911,Margaret,Garcia,942-68-8145,1976-08-16,49,555-281-4388,margaret.garcia65@email.com,6413 Cedar Ave,Philadelphia,FL,63413,MRN883269,Asthma,2025-03-15,133/100,67,99.2,117.4,175,115,251
P0912,Sandra,Brown,353-65-5992,1994-12-06,31,555-176-4110,sandra.brown20@email.com,8387 Oak Ave,San Antonio,CO,89793,MRN259755,COPD,2024-12-19,159/92,74,97.9,63.1,188,86,285
P0913,Donald,Hernandez,825-99-1324,1956-04-13,69,555-604-7318,donald.hernandez13@email.com,811 Pine Rd,Seattle,IL,10822,MRN765640,Pneumonia,2025-03-06,102/101,77,97.6,55.3,158,189,263
P0914,Anthony,Brown,571-74-2813,1962-02-14,63,555-529-9736,anthony.brown83@email.com,4146 Elm Rd,Austin,WA,75205,MRN286851,Osteoporosis,2024-12-18,92/105,69,98.8,76.4,194,172,286
P0915,Matthew,Harris,274-88-6798,1934-11-03,91,555-241-6303,matthew.harris58@email.com,3444 Maple Dr,San Francisco,NC,84121,MRN270401,Rheumatoid Arthritis,2025-06-15,118/98,77,98.7,94.0,150,183,226
P0916,William,Jackson,982-87-1368,1951-08-02,74,555-742-8785,william.jackson19@email.com,6850 Pine Dr,Dallas,NY,67392,MRN701981,Cellulitis,2025-05-10,152/61,95,97.0,104.7,179,148,277
P0917,Thomas,Moore,460-97-5656,1956-07-27,69,555-177-9340,thomas.moore25@email.com,8358 Maple St,Fort Worth,FL,41789,MRN403012,Atrial Fibrillation,2025-03-08,170/81,73,98.0,90.7,184,97,247
P0918,Charles,Harris,698-78-1458,1974-07-16,51,555-423-1161,charles.harris78@email.com,2830 Cedar Dr,Jacksonville,MA,52816,MRN279203,COPD,2025-11-12,110/85,68,99.4,52.7,175,144,291
P0919,Joshua,Lewis,162-12-9918,1985-07-23,40,555-647-5139,joshua.lewis46@email.com,8621 Main Ave,Boston,OH,80729,MRN700974,Pneumonia,2025-08-23,175/62,81,98.2,96.7,184,130,271
P0920,Thomas,Clark,975-23-6695,1954-08-17,71,555-114-3447,thomas.clark58@email.com,6171 Main St,Boston,CA,16019,MRN812672,Hyperlipidemia,2025-05-13,176/85,66,98.5,110.9,188,161,202
P0921,Mary,Robinson,466-59-5796,1995-02-24,30,555-367-4138,mary.robinson57@email.com,8969 Cedar Rd,Fort Worth,FL,84643,MRN154301,Cancer,2025-03-28,92/101,67,98.3,61.3,191,78,157
P0922,Linda,Lee,868-36-8007,1959-12-28,65,555-225-1779,linda.lee30@email.com,4546 Maple Rd,San Diego,IL,88833,MRN724223,Hypertension,2025-05-11,151/77,81,99.4,89.1,175,165,192
P0923,Karen,Johnson,486-28-3065,1993-06-24,32,555-452-8146,karen.johnson62@email.com,2343 Maple Blvd,Phoenix,IL,33697,MRN230950,Cellulitis,2025-11-24,132/75,73,99.3,95.3,168,182,157
P0924,Thomas,Thomas,414-71-7370,1969-03-10,56,555-395-6335,thomas.thomas48@email.com,9885 Oak Dr,Fort Worth,AZ,32376,MRN201071,Depression,2025-02-28,118/80,60,98.2,55.7,158,143,235
P0925,Daniel,Miller,204-31-1923,2007-07-29,18,555-503-3092,daniel.miller85@email.com,3128 Main St,Charlotte,CA,93898,MRN250141,GERD,2025-04-05,153/70,87,98.9,87.5,184,133,238
P0926,Emily,Hernandez,829-96-6263,1937-07-07,88,555-275-3964,emily.hernandez75@email.com,5101 Oak Rd,Houston,CO,50976,MRN206328,Obesity,2025-09-30,154/80,91,97.9,55.9,154,84,236
P0927,Patricia,Taylor,972-91-1772,1961-07-10,64,555-713-2519,patricia.taylor34@email.com,7443 Pine Rd,San Diego,FL,40188,MRN901831,Hyperlipidemia,2025-01-06,117/82,69,97.7,111.2,168,98,268
P0928,Linda,Lopez,694-48-8527,1982-07-29,43,555-396-4328,linda.lopez5@email.com,5561 Oak Blvd,San Francisco,OH,13969,MRN333041,Chronic Kidney Disease,2025-09-26,157/73,86,97.2,105.1,194,121,211
P0929,Kimberly,Robinson,715-33-7997,2003-03-17,22,555-585-9290,kimberly.robinson69@email.com,2968 Elm St,Austin,IL,72903,MRN669696,Stroke,2025-08-20,91/78,95,98.1,72.1,154,150,196
P0930,Linda,Anderson,808-49-7694,1966-01-09,59,555-317-6364,linda.anderson94@email.com,3809 Pine Dr,New York,NY,77093,MRN691947,COPD,2025-05-30,144/103,90,97.5,69.5,174,197,172
P0931,Donald,Anderson,860-58-3663,1932-06-01,93,555-702-2069,donald.anderson40@email.com,3777 Oak Blvd,Houston,NC,89246,MRN703551,Anxiety Disorder,2025-05-20,170/110,87,97.7,113.4,153,77,159
P0932,Linda,Johnson,645-86-6575,1946-08-24,79,555-691-1277,linda.johnson69@email.com,3933 Cedar Rd,Phoenix,NY,21139,MRN666548,Cellulitis,2025-05-03,174/93,78,99.3,61.9,168,169,220
P0933,Steven,Harris,629-48-8500,1933-06-15,92,555-548-3796,steven.harris72@email.com,6177 Pine Rd,Seattle,AZ,78144,MRN232559,Cancer,2025-10-03,165/63,71,97.4,80.9,187,188,287
P0934,Joshua,Perez,778-90-2212,1990-07-07,35,555-641-9854,joshua.perez25@email.com,7503 Main Blvd,Boston,AZ,86100,MRN654823,Osteoarthritis,2025-07-17,132/66,77,99.0,64.4,181,110,283
P0935,Betty,Taylor,207-20-3985,1980-01-18,45,555-130-4439,betty.taylor68@email.com,8337 Maple Blvd,Indianapolis,NY,20736,MRN706205,Depression,2025-01-20,152/94,65,97.7,114.2,186,72,155
P0936,Michelle,Perez,987-83-3734,1994-04-23,31,555-579-1769,michelle.perez48@email.com,5271 Oak Dr,Fort Worth,PA,86703,MRN317816,Depression,2025-05-21,101/100,80,98.9,87.7,151,188,153
P0937,Christopher,Miller,229-96-7464,2005-10-02,20,555-224-4950,christopher.miller75@email.com,1407 Main Ave,Indianapolis,IL,85170,MRN597350,Osteoarthritis,2025-09-21,172/80,82,97.3,100.6,152,85,285
P0938,Christopher,Clark,647-22-9229,1992-11-15,33,555-390-6369,christopher.clark8@email.com,2322 Maple Ave,Columbus,CA,62489,MRN173063,Rheumatoid Arthritis,2024-12-07,157/91,73,97.9,78.1,178,90,205
P0939,Daniel,Taylor,837-86-7569,1935-08-18,90,555-314-6787,daniel.taylor31@email.com,1088 Cedar St,San Jose,OH,52173,MRN887769,Sleep Apnea,2025-10-13,136/100,78,98.1,67.2,191,155,248
P0940,Matthew,Davis,698-72-4046,1962-06-20,63,555-908-2895,matthew.davis13@email.com,6323 Maple Ave,Jacksonville,WA,90405,MRN144656,Migraine,2025-09-21,155/75,90,98.2,82.0,160,177,246
P0941,Anthony,Smith,451-41-5833,1985-03-17,40,555-184-7188,anthony.smith33@email.com,4301 Main Blvd,Chicago,MA,23741,MRN753736,Back Pain,2025-04-06,131/100,73,97.8,111.1,190,146,254
P0942,Thomas,Johnson,482-25-1613,1983-01-01,42,555-673-9959,thomas.johnson1@email.com,2317 Pine Ave,Boston,TX,28705,MRN610243,Sleep Apnea,2025-08-14,144/68,92,99.2,68.4,166,139,266
P0943,Linda,Taylor,873-84-4766,1932-07-12,93,555-913-4463,linda.taylor3@email.com,9526 Pine Dr,New York,PA,74919,MRN521665,Anxiety Disorder,2024-12-08,174/98,100,99.4,114.4,186,114,194
P0944,Steven,Moore,881-45-9341,1949-08-01,76,555-992-6241,steven.moore97@email.com,5844 Main Ave,San Jose,OH,69464,MRN242380,Stroke,2025-09-26,148/77,72,97.1,117.7,185,100,177
P0945,Matthew,Clark,952-44-1575,1982-07-06,43,555-313-9255,matthew.clark98@email.com,8664 Main Dr,Charlotte,CA,81876,MRN592718,Atrial Fibrillation,2024-12-30,135/92,74,98.8,65.0,168,191,265
P0946,James,Clark,357-22-4810,2006-01-28,19,555-112-2846,james.clark45@email.com,3262 Elm Blvd,Boston,IL,81427,MRN233920,Obesity,2025-09-21,134/76,70,99.4,114.7,154,113,209
P0947,Jennifer,Martin,135-93-6834,1950-04-25,75,555-237-1119,jennifer.martin35@email.com,4679 Main St,New York,CO,74847,MRN822958,UTI,2024-12-03,124/66,96,97.5,69.0,165,89,165
P0948,Michelle,Thomas,831-88-6071,1995-01-16,30,555-247-3362,michelle.thomas97@email.com,4639 Elm Blvd,Boston,NC,83140,MRN597726,Coronary Artery Disease,2025-05-13,122/96,86,97.5,62.4,155,196,226
P0949,Barbara,Garcia,396-11-5342,1980-09-12,45,555-529-2633,barbara.garcia14@email.com,8842 Elm St,New York,CA,50039,MRN501155,Cancer,2025-04-22,102/104,84,97.5,83.2,159,172,264
P0950,David,Johnson,255-14-1520,1931-07-04,94,555-898-4873,david.johnson51@email.com,6884 Cedar Ave,Chicago,NC,57237,MRN306143,Sleep Apnea,2025-02-23,164/61,60,97.8,83.3,170,77,165
P0951,Michael,Thomas,349-27-6464,1935-12-15,90,555-126-8559,michael.thomas28@email.com,7660 Main Ave,New York,WA,69175,MRN280003,Heart Failure,2025-10-12,103/73,94,99.0,89.6,182,190,169
P0952,Matthew,Thomas,245-33-2965,2004-07-27,21,555-423-5576,matthew.thomas96@email.com,6776 Main Blvd,Los Angeles,NC,31913,MRN673736,Asthma,2025-03-31,90/89,76,97.8,78.5,159,127,227
P0953,Charles,Ramirez,905-26-4009,1961-10-02,64,555-195-7509,charles.ramirez2@email.com,2460 Maple Ave,Philadelphia,NC,45373,MRN892019,Asthma,2025-09-17,175/106,61,98.5,71.4,178,191,196
P0954,Matthew,Martin,123-36-3992,1954-01-22,71,555-740-6785,matthew.martin41@email.com,1646 Oak Ave,Charlotte,PA,20341,MRN783195,Atrial Fibrillation,2025-01-24,128/106,95,97.1,117.9,158,139,238
P0955,Daniel,Jackson,653-54-2834,1959-11-27,66,555-234-2732,daniel.jackson14@email.com,9520 Cedar St,San Jose,OH,86210,MRN982474,Asthma,2025-09-02,145/94,85,99.5,99.2,188,175,215
P0956,Donald,Moore,538-75-7902,1991-08-20,34,555-574-7215,donald.moore8@email.com,258 Elm Dr,San Diego,TX,69793,MRN371390,Diabetes Type 2,2025-03-12,119/88,95,99.4,118.4,157,78,275
P0957,Charles,Martin,966-82-3140,1997-04-26,28,555-407-1714,charles.martin7@email.com,6713 Elm Dr,Philadelphia,PA,89682,MRN865840,GERD,2025-09-24,115/110,80,99.4,69.5,167,200,261
P0958,Sarah,Anderson,140-74-3584,1992-08-14,33,555-687-9647,sarah.anderson53@email.com,5319 Maple Blvd,Phoenix,IL,11275,MRN276341,Asthma,2025-09-04,115/107,91,98.7,102.0,150,161,234
P0959,James,Lewis,313-37-1032,2000-11-24,25,555-118-9987,james.lewis67@email.com,6275 Oak Rd,Jacksonville,FL,41361,MRN722585,COPD,2025-01-19,90/60,93,98.3,103.8,186,93,181
P0960,Thomas,Brown,515-10-1379,1933-11-04,92,555-493-3494,thomas.brown31@email.com,2375 Cedar Blvd,Philadelphia,FL,86280,MRN805958,Pneumonia,2025-02-06,148/107,99,97.1,50.6,171,146,289
P0961,Jennifer,Ramirez,987-80-7967,1946-08-08,79,555-497-5013,jennifer.ramirez6@email.com,930 Main Dr,Seattle,OH,46350,MRN817537,Depression,2025-07-24,145/67,66,98.8,67.1,178,91,174
P0962,Kimberly,Lewis,187-50-2514,1930-03-13,95,555-761-7051,kimberly.lewis89@email.com,4345 Maple Dr,Houston,NC,50507,MRN257371,Diabetes Type 2,2025-08-24,171/76,60,97.2,64.2,165,141,255
P0963,Anthony,Smith,557-51-7145,1934-02-14,91,555-711-5102,anthony.smith37@email.com,9635 Cedar Rd,Jacksonville,PA,67883,MRN255472,Back Pain,2025-11-01,102/63,95,97.3,111.7,151,105,288
P0964,Jennifer,Thompson,619-29-3257,1979-03-23,46,555-557-5734,jennifer.thompson1@email.com,2545 Pine Ave,New York,OH,55436,MRN625123,Asthma,2025-03-19,123/104,80,99.3,82.7,172,119,255
P0965,Karen,Garcia,327-54-8445,2005-11-29,20,555-401-2428,karen.garcia21@email.com,1651 Elm Ave,Indianapolis,CO,53517,MRN212389,Pneumonia,2025-09-30,177/86,64,98.6,105.0,170,158,294
P0966,Mary,Martinez,781-60-2874,2003-11-03,22,555-575-3832,mary.martinez29@email.com,1007 Maple Blvd,Fort Worth,MA,17049,MRN189394,Coronary Artery Disease,2025-02-14,121/93,69,98.1,52.1,161,121,182
P0967,Andrew,White,742-64-2124,1963-10-30,62,555-228-1481,andrew.white84@email.com,4433 Elm Rd,Boston,FL,66280,MRN556367,Hypothyroidism,2025-06-15,118/109,76,97.8,100.8,169,115,186
P0968,Mark,Wilson,324-91-5912,1958-12-03,67,555-209-2443,mark.wilson43@email.com,3976 Main Rd,Charlotte,CO,92040,MRN314913,Osteoporosis,2025-06-23,152/69,76,97.6,89.1,176,91,275
P0969,Anthony,Moore,273-30-6207,1994-12-24,30,555-229-8517,anthony.moore86@email.com,3102 Pine Blvd,Boston,OH,61378,MRN988462,Sleep Apnea,2024-12-03,139/82,85,99.4,109.9,167,89,263
P0970,Anthony,Ramirez,658-66-9366,1973-01-26,52,555-400-8754,anthony.ramirez60@email.com,1419 Cedar Ave,Seattle,MA,93769,MRN317782,Hyperlipidemia,2025-11-21,94/86,66,99.0,71.2,186,193,227
P0971,Barbara,Jones,340-50-5454,1981-07-05,44,555-154-6033,barbara.jones93@email.com,6969 Cedar Blvd,Indianapolis,IL,24478,MRN258141,Asthma,2025-06-09,171/87,76,98.5,102.6,160,161,215
P0972,Andrew,Sanchez,276-12-7548,1972-07-20,53,555-758-2440,andrew.sanchez99@email.com,2127 Main Dr,Charlotte,CA,81657,MRN677168,Asthma,2025-03-02,108/89,75,97.0,96.8,164,148,207
P0973,Nancy,Perez,700-46-9199,1943-09-19,82,555-841-2061,nancy.perez68@email.com,8567 Maple Dr,Fort Worth,OH,13040,MRN524832,Obesity,2025-07-19,92/82,66,99.0,119.5,161,93,191
P0974,Lisa,Martinez,300-94-5570,1997-09-01,28,555-353-1480,lisa.martinez16@email.com,6677 Main Rd,Denver,CO,79191,MRN544474,Diabetes Type 2,2025-07-29,153/69,66,98.8,94.9,182,168,163
P0975,Patricia,Miller,267-17-4303,1994-02-05,31,555-557-1810,patricia.miller11@email.com,1565 Maple St,Boston,CA,49035,MRN597909,COPD,2025-07-28,103/108,91,98.9,91.3,179,176,161
P0976,Michael,Lewis,745-59-3549,1961-12-29,63,555-832-1834,michael.lewis93@email.com,8412 Maple St,Seattle,WA,47341,MRN986467,GERD,2025-04-04,157/81,83,99.3,94.0,154,122,262
P0977,Nancy,Davis,445-77-3713,1992-11-25,33,555-583-3727,nancy.davis72@email.com,8758 Cedar Blvd,San Francisco,CO,10453,MRN594585,Coronary Artery Disease,2025-04-03,166/108,63,98.8,82.8,176,97,259
P0978,Mary,Moore,806-75-2819,1947-09-30,78,555-232-4322,mary.moore87@email.com,9860 Elm Blvd,San Diego,FL,74279,MRN912535,COPD,2025-02-27,115/91,81,99.1,52.8,176,97,151
P0979,Elizabeth,Sanchez,393-80-1244,1937-06-16,88,555-903-6765,elizabeth.sanchez60@email.com,8300 Main St,Phoenix,WA,43671,MRN801633,Osteoarthritis,2025-08-21,107/73,85,99.4,61.4,157,170,299
P0980,John,Sanchez,493-87-7265,1937-06-23,88,555-967-8469,john.sanchez34@email.com,6627 Cedar Blvd,Boston,PA,67997,MRN815380,Migraine,2025-05-30,98/87,99,98.7,67.2,173,106,172
P0981,Christopher,Johnson,853-24-7661,1969-09-29,56,555-497-2191,christopher.johnson1@email.com,7969 Main Ave,Philadelphia,AZ,16084,MRN952880,GERD,2025-03-06,123/110,70,97.7,64.8,194,98,287
P0982,Joseph,Jackson,240-46-9877,1970-03-30,55,555-167-4610,joseph.jackson4@email.com,267 Maple St,Fort Worth,NC,19777,MRN953590,Diabetes Type 2,2025-06-20,119/62,69,97.3,113.8,174,191,243
P0983,Emily,Gonzalez,815-47-7623,1976-08-14,49,555-783-6406,emily.gonzalez30@email.com,5176 Elm St,Chicago,MA,52710,MRN117905,COPD,2025-07-10,153/86,76,98.9,60.9,182,178,181
P0984,Christopher,Thomas,352-80-6520,1966-10-18,59,555-240-9945,christopher.thomas99@email.com,1351 Pine Blvd,San Jose,NY,27561,MRN345587,UTI,2025-05-22,162/91,92,97.2,75.4,159,166,161
P0985,Joshua,Anderson,264-39-7280,2005-09-16,20,555-402-5795,joshua.anderson56@email.com,6158 Maple Blvd,Columbus,FL,28526,MRN138460,Hyperlipidemia,2025-10-26,146/66,61,98.2,54.3,182,188,181
P0986,Lisa,Gonzalez,924-43-8875,1939-01-26,86,555-870-4766,lisa.gonzalez62@email.com,1102 Oak St,Charlotte,AZ,50225,MRN339359,Cancer,2025-11-20,113/88,78,99.1,108.8,182,153,267
P0987,Elizabeth,Gonzalez,151-30-3830,1965-08-03,60,555-889-7462,elizabeth.gonzalez88@email.com,8752 Pine Ave,Columbus,IL,82745,MRN641269,Osteoarthritis,2025-11-05,147/86,87,97.6,50.7,191,166,202
P0988,Barbara,Thomas,169-36-6542,1981-03-04,44,555-510-8796,barbara.thomas54@email.com,2366 Maple Dr,Houston,CA,79338,MRN552185,Osteoporosis,2025-03-15,150/98,63,98.0,97.0,151,137,282
P0989,Kimberly,Gonzalez,705-96-4829,1985-11-09,40,555-810-6482,kimberly.gonzalez48@email.com,3955 Maple St,Austin,MA,78790,MRN974768,Cellulitis,2025-09-15,150/72,96,98.0,55.9,170,185,259
P0990,Thomas,Harris,109-50-4143,1966-05-17,59,555-561-1946,thomas.harris95@email.com,7860 Elm Dr,Columbus,FL,54433,MRN460984,Anxiety Disorder,2025-09-08,145/64,97,98.8,51.9,183,136,187
P0991,Elizabeth,Thomas,315-61-3133,1949-09-03,76,555-284-1977,elizabeth.thomas91@email.com,2984 Oak Ave,Charlotte,NY,23948,MRN898571,Asthma,2025-04-05,137/101,91,98.1,58.4,181,97,258
P0992,David,Johnson,898-47-3582,1938-06-13,87,555-216-5734,david.johnson35@email.com,9151 Pine Dr,Indianapolis,CA,14244,MRN493003,Heart Failure,2025-10-06,144/97,60,97.5,110.0,161,117,157
P0993,Elizabeth,White,523-82-1227,1995-07-23,30,555-288-7512,elizabeth.white35@email.com,8217 Main St,Fort Worth,OH,13312,MRN174923,Atrial Fibrillation,2025-04-05,92/73,65,98.0,63.6,152,157,152
P0994,John,Martinez,697-35-4418,1984-05-11,41,555-955-8517,john.martinez24@email.com,4258 Maple Blvd,Seattle,CA,24828,MRN947605,Atrial Fibrillation,2025-09-08,162/77,88,98.1,66.9,185,71,288
P0995,Joseph,Jackson,133-60-6326,1974-11-10,51,555-260-6731,joseph.jackson79@email.com,9111 Maple St,Denver,CA,89260,MRN335789,Coronary Artery Disease,2025-04-06,179/70,91,97.5,110.3,160,100,249
P0996,Joseph,Lopez,767-16-5890,1935-05-16,90,555-160-3055,joseph.lopez56@email.com,6977 Pine Blvd,San Jose,IL,69456,MRN274277,Pneumonia,2025-01-03,128/82,73,98.5,68.5,190,165,155
P0997,Mark,White,100-74-9947,1952-07-15,73,555-935-1045,mark.white54@email.com,8212 Maple Blvd,Boston,IL,15845,MRN672145,Diabetes Type 2,2024-12-23,103/96,70,98.5,61.6,154,165,226
P0998,Jessica,Martin,133-45-5244,1938-03-02,87,555-135-4689,jessica.martin23@email.com,2670 Maple Ave,San Antonio,CA,32716,MRN106879,Heart Failure,2025-07-26,135/64,62,97.4,76.2,191,154,238
P0999,Patricia,Brown,733-38-6531,1971-06-27,54,555-915-1547,patricia.brown29@email.com,6732 Elm Dr,Indianapolis,OH,47334,MRN828909,Chronic Kidney Disease,2025-01-13,114/108,75,97.5,61.4,165,170,191
